Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Ro-Bio Virus Injection,Saiyco,Ages 9+,516,13853,2.9M+,Not Supported,Not Supported,8/16/2023,11/10/2024,12,N/A,2238,499,https://www.roblox.com/games/14457414866/Ro-Bio-Virus-Injection?gameSearchSessionInfo=ef8bf17d-9363-462a-a710-957831458989&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14457414866&amp;position=0&amp;universeId=4993731323,11/10/2024 11:24
Pandemonium Practice,@rapandsam,All Ages,63,1904,179.2K+,Not Supported,Not Supported,9/1/2024,11/9/2024,30,N/A,624,206,https://www.roblox.com/games/139206347748790/Pandemonium-Practice?gameSearchSessionInfo=7ebe69fa-f7fc-4edb-880c-0191cfc9e45f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=139206347748790&amp;position=0&amp;universeId=6497185487,11/10/2024 11:24
wolfpaq,@Mateusao113,All Ages,0,5,307,Not Supported,Not Supported,10/20/2024,11/9/2024,50,N/A,10,1,https://www.roblox.com/games/74100105789760/wolfpaq?gameSearchSessionInfo=c475c389-88b5-4295-9137-8c019d72c527&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=74100105789760&amp;position=0&amp;universeId=6695895503,11/10/2024 11:24
[👔OUTFITS] Chillz's Murder Mystery 2,zun's MM2,All Ages,35,76851,384.5K+,Not Supported,Not Supported,8/4/2024,8/4/2024,12,N/A,206,97,https://www.roblox.com/games/18792854259/OUTFITS-Chillzs-Murder-Mystery-2?gameSearchSessionInfo=82def129-0e7c-477c-b4f6-4e02018f070c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18792854259&amp;position=0&amp;universeId=6367537998,11/10/2024 11:24
🌊Tsunami Disaster Survival🌊,Playtad,All Ages,1607,159086,265.8M+,Not Supported,Not Supported,2/17/2022,6/29/2024,40,Survival,26K+,15K+,https://www.roblox.com/games/8846144215/Tsunami-Disaster-Survival?gameSearchSessionInfo=c25cb3bf-f65d-4963-a989-439deb7a045a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8846144215&amp;position=0&amp;universeId=3348878202,11/10/2024 11:24
Pirate Tycoon [ALPHA],@ItsMuneeeb,All Ages,0,298,34.7K+,Not Supported,Not Supported,3/18/2021,1/1/2024,16,N/A,213,36,https://www.roblox.com/games/6532714900/Pirate-Tycoon-ALPHA?gameSearchSessionInfo=cc5faa30-c2a6-4445-8322-192dd9c983c4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6532714900&amp;position=0&amp;universeId=2449471932,11/10/2024 11:24
D-DAY,Vision Works,Ages 9+,414,631781,124.1M+,Not Supported,Not Supported,7/6/2017,11/3/2024,50,Action,217K+,54K+,https://www.roblox.com/games/901793731/D-DAY?gameSearchSessionInfo=194cb257-350d-40d7-b56d-e3f7180a66b5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=901793731&amp;position=0&amp;universeId=375716943,11/10/2024 11:24
SCP-734 The Forgor Baby,@Chookster0000,All Ages,0,0,102,Not Supported,Not Supported,1/27/2024,1/28/2024,10,N/A,1,0,https://www.roblox.com/games/16129785943/SCP-734-The-Forgor-Baby?gameSearchSessionInfo=0f846403-5b78-45b1-bacb-895bf078a93d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16129785943&amp;position=0&amp;universeId=5573399943,11/10/2024 11:24
[🚨CODES] Ham's MM2,Vicious Beast MM2 Studios,All Ages,79,15863,99.9K+,Not Supported,Not Supported,10/30/2024,11/10/2024,12,N/A,39,11,https://www.roblox.com/games/104000637070921/CODES-Hams-MM2?gameSearchSessionInfo=38cf87d7-49d2-4d1a-923c-ebd54943fcc4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=104000637070921&amp;position=0&amp;universeId=6735110344,11/10/2024 11:24
Limitless Airline Manager - [V.0.1.11],Extant Notion Entertainment,All Ages,83,25667,3.3M+,Not Supported,Not Supported,2/26/2022,10/31/2024,1,Simulation,8757,1461,https://www.roblox.com/games/8945226556/Limitless-Airline-Manager-V-0-1-11?gameSearchSessionInfo=746510c8-b091-44b8-ad32-afdceae3509b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8945226556&amp;position=0&amp;universeId=3376784467,11/10/2024 11:24
Poppy Playtime GrabPack Test [Flare Gun🔥],@kara4ik0294,All Ages,18,2190,1.3M+,Not Supported,Not Supported,2/10/2024,11/6/2024,5,N/A,680,485,https://www.roblox.com/games/16311388358/Poppy-Playtime-GrabPack-Test-Flare-Gun?gameSearchSessionInfo=b7db2e39-55e7-4e90-b3ae-2ecc964e2702&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16311388358&amp;position=0&amp;universeId=5627351510,11/10/2024 11:24
[🎄RED ONE] Anime Defenders,Small World Games x Anime Defenders,All Ages,72424,688081,3.1B+,Not Supported,Not Supported,4/5/2024,11/10/2024,30,Strategy,1M+,60K+,https://www.roblox.com/games/17017769292/RED-ONE-Anime-Defenders?gameSearchSessionInfo=95fe5e66-0b01-493e-aef7-4869fb69c70b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17017769292&amp;position=0&amp;universeId=5836869368,11/10/2024 11:24
DENSITY,@Melanak_84,All Ages,0,0,13,Not Supported,Not Supported,3/3/2024,3/22/2024,50,N/A,0,0,https://www.roblox.com/games/16606542224/DENSITY?gameSearchSessionInfo=848a91d4-9156-4efd-8dfe-93f7f2b34bc2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16606542224&amp;position=0&amp;universeId=5714171720,11/10/2024 11:24
Nuke's Digital Circus Roleplay 🎪,Nuke's Games,All Ages,3,16822,1.0M+,Not Supported,Not Supported,10/29/2023,8/31/2024,25,Roleplay & Avatar Sim,200,131,https://www.roblox.com/games/15208269961/Nukes-Digital-Circus-Roleplay?gameSearchSessionInfo=414b57fb-8334-47f2-b241-718e0a6e1d87&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15208269961&amp;position=0&amp;universeId=5243101434,11/10/2024 11:24
DA SLYCE [NEW] ,TILOG GAMES,All Ages,0,0,469,Not Supported,Not Supported,10/31/2024,11/4/2024,35,N/A,4,4,https://www.roblox.com/games/97192393263299/DA-SLYCE-NEW?gameSearchSessionInfo=e0d50792-79d9-4f10-9622-d0990aed481f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=97192393263299&amp;position=0&amp;universeId=6741584213,11/10/2024 11:24
Every Second You Get Older [🎃HALLOWEEN🎃],Children Falling Inc,All Ages,356,92503,87.7M+,Not Supported,Not Supported,2/5/2023,11/2/2024,20,Simulation,17K+,9148,https://www.roblox.com/games/12381382675/Every-Second-You-Get-Older-HALLOWEEN?gameSearchSessionInfo=f845ba3e-3788-455a-9fa7-bdc711b53296&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12381382675&amp;position=0&amp;universeId=4357443039,11/10/2024 11:24
Super Bagel 47,@urgrandmother436,All Ages,488,23357,1.2M+,Not Supported,Not Supported,9/1/2024,11/10/2024,80,N/A,8970,624,https://www.roblox.com/games/91386219365645/Super-Bagel-47?gameSearchSessionInfo=c1424afc-c4c0-43f6-89c9-85438d6f98fc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91386219365645&amp;position=0&amp;universeId=6495742909,11/10/2024 11:25
Leika Obby Land [Fun Play Game],Leika Management Studio,All Ages,454,380,281.7K+,Not Supported,Not Supported,10/29/2024,11/9/2024,50,N/A,62,16,https://www.roblox.com/games/86658303499588/Leika-Obby-Land-Fun-Play-Game?gameSearchSessionInfo=aa1763c1-dc79-4e82-91ca-9f3c42150007&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=86658303499588&amp;position=0&amp;universeId=6733138550,11/10/2024 11:25
🎃 Creatures of Sonaria 🖤 Survive Kaiju Animals,Sonar Studios,Ages 9+,29776,3774806,1.0B+,Not Supported,Not Supported,6/26/2020,11/9/2024,75,Roleplay & Avatar Sim,717K+,73K+,https://www.roblox.com/games/5233782396/Creatures-of-Sonaria-Survive-Kaiju-Animals?gameSearchSessionInfo=461d9ab9-56d5-4ae4-b779-29b740ea135c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5233782396&amp;position=0&amp;universeId=1831550657,11/10/2024 11:25
Break In (Story),@Cracky4,All Ages,7482,3864094,2.5B+,Not Supported,Not Supported,9/10/2019,10/9/2023,45,Adventure,1M+,108K+,https://www.roblox.com/games/3851622790/Break-In-Story?gameSearchSessionInfo=11ae5b6d-46e6-49cc-983b-7b4c5d2aa828&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3851622790&amp;position=0&amp;universeId=1318971886,11/10/2024 11:25
Arm Wrestle Simulator,Kubo Games,All Ages,11708,901141,1.0B+,Not Supported,Not Supported,4/15/2023,11/9/2024,9,Simulation,1M+,58K+,https://www.roblox.com/games/13127800756/Arm-Wrestle-Simulator?gameSearchSessionInfo=20ff88e7-d059-4961-b647-bed76aef04a2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13127800756&amp;position=0&amp;universeId=4582358979,11/10/2024 11:25
🎃 DOORS 👁️,LSPLASH,All Ages,37097,6727407,5.7B+,Not Supported,Not Supported,3/14/2021,11/4/2024,40,Survival,3M+,292K+,https://www.roblox.com/games/6516141723/DOORS?gameSearchSessionInfo=55529889-9ff2-4190-9eeb-b60b1e9825af&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6516141723&amp;position=0&amp;universeId=2440500124,11/10/2024 11:25
Fantasy Lyte,LS Realm,All Ages,0,4,179,Not Supported,Not Supported,2/13/2024,10/9/2024,14,N/A,5,0,https://www.roblox.com/games/16350276859/Fantasy-Lyte?gameSearchSessionInfo=90c39814-3a09-4897-ab28-9613090841f6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16350276859&amp;position=0&amp;universeId=5638917676,11/10/2024 11:25
FREE FAKE HEADLESS THIS 2025 (secret game),@NoobPh_real,All Ages,4,179,125.1K+,Not Supported,Not Supported,5/28/2024,7/25/2024,15,N/A,102,374,https://www.roblox.com/games/17643701238/FREE-FAKE-HEADLESS-THIS-2025-secret-game?gameSearchSessionInfo=a01ddc1f-1034-48ce-9b98-df7fc9d7ac9b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17643701238&amp;position=0&amp;universeId=6042350122,11/10/2024 11:25
🎃 RIVALS,Nosniy Games,Ages 9+,79039,14334818,1.4B+,Not Supported,Not Supported,5/27/2024,10/31/2024,40,Shooter,2M+,126K+,https://www.roblox.com/games/17625359962/RIVALS?gameSearchSessionInfo=fe6e3cbe-ad24-438c-8638-ab20e300a531&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17625359962&amp;position=0&amp;universeId=6035872082,11/10/2024 11:25
Infectious Smile,laughablehaha,Ages 9+,5122,1941025,976.2M+,Not Supported,Not Supported,11/22/2020,11/9/2024,35,Survival,528K+,143K+,https://www.roblox.com/games/5985232436/Infectious-Smile-HALLOWEEN?gameSearchSessionInfo=6c55bf4a-ff78-4fad-8b4b-86cd7913015f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5985232436&amp;position=0&amp;universeId=2157872230,11/10/2024 11:25
ZOONOMALY CHAPTER 5 *OFFICIAL* (FANMADE),@AnomalyDev2000,All Ages,1,77824,291.5K+,Not Supported,Not Supported,6/22/2024,10/3/2024,50,N/A,18,26,https://www.roblox.com/games/18162000685/ZOONOMALY-CHAPTER-5-OFFICIAL-FANMADE?gameSearchSessionInfo=9de19fa9-ce2d-4934-bbe1-3293d24a8eac&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18162000685&amp;position=0&amp;universeId=6157420009,11/10/2024 11:25
Blush Canyon (For Obby King),@conormasters,All Ages,681,149425,123.7M+,Not Supported,Not Supported,5/26/2019,12/29/2023,20,Obby & Platformer,16K+,18K+,https://www.roblox.com/games/3218570640/Blush-Canyon-For-Obby-King?gameSearchSessionInfo=00b5c137-0a66-4270-be05-ff32bb7b6ebc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3218570640&amp;position=0&amp;universeId=1162648755,11/10/2024 11:25
Bulked Up [HALLOWEEN],mPhase,Ages 9+,1374,2569406,415.2M+,Not Supported,Not Supported,5/22/2021,10/24/2024,10,Simulation,245K+,33K+,https://www.roblox.com/games/6847090259/Bulked-Up-HALLOWEEN?gameSearchSessionInfo=f9a32a56-3247-4425-bc00-e4fca8498592&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6847090259&amp;position=0&amp;universeId=2605831977,11/10/2024 11:25
Weird Interesting Game 🥺,@Sigma_baconl4,All Ages,228,77234,2.4M+,Not Supported,Not Supported,8/14/2024,11/8/2024,50,N/A,71K+,38K+,https://www.roblox.com/games/18939339259/Weird-Interesting-Game-UPD?gameSearchSessionInfo=252c78d6-7ce4-4122-9381-ad6d4f9ec618&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18939339259&amp;position=0&amp;universeId=6414406606,11/10/2024 11:25
Emergency Hamburg,Emergency Hamburg,Ages 9+,4630,527564,454.7M+,Not Supported,Not Supported,10/12/2021,11/7/2024,42,Roleplay & Avatar Sim,211K+,39K+,https://www.roblox.com/games/7711635737/Emergency-Hamburg?gameSearchSessionInfo=2160da24-b75f-4e33-b63e-13b69edb43d2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7711635737&amp;position=0&amp;universeId=2992873140,11/10/2024 11:25
🚪Sprunki in Area 51 🔦,Existe uma Ideia,Ages 13+,59,178,238.5K+,Not Supported,Not Supported,10/15/2024,10/16/2024,20,N/A,23,21,https://www.roblox.com/games/132856517281649/Sprunki-in-Area-51?gameSearchSessionInfo=ae332c57-370f-4084-ad1c-f4fcf0e13e76&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=132856517281649&amp;position=0&amp;universeId=6677586836,11/10/2024 11:25
Five Nights TD [ENDLESS],Hyper TD,All Ages,31072,244389,425.0M+,Not Supported,Not Supported,1/3/2024,11/10/2024,20,Strategy,218K+,16K+,https://www.roblox.com/games/15846919378/Five-Nights-TD-SEASON?gameSearchSessionInfo=f19699d3-a157-4270-b769-e55f31bd7746&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15846919378&amp;position=0&amp;universeId=5479908441,11/10/2024 11:25
[W51] Obby But You’re On a Bike,FORTUNE 777,All Ages,6693,5791826,1.4B+,Not Supported,Not Supported,7/25/2023,11/9/2024,20,Obby & Platformer,778K+,237K+,https://www.roblox.com/games/14184086618/W50-Obby-But-You-re-On-a-Bike?gameSearchSessionInfo=e7edad82-4d09-4ef7-81a8-5f8cc7de7450&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14184086618&amp;position=0&amp;universeId=4908792642,11/10/2024 11:25
Survive a plane crash!,@DOLLYNHO_CR4FTYT,All Ages,172,9605,4.9M+,Not Supported,Not Supported,9/21/2021,10/15/2024,20,Survival,2705,1627,https://www.roblox.com/games/7525558608/Survive-a-plane-crash?gameSearchSessionInfo=9d8db889-924b-40ab-8f12-340b67252449&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7525558608&amp;position=0&amp;universeId=2927256010,11/10/2024 11:25
3008 [2.73],@uglyburger0,All Ages,26585,4847834,2.3B+,Not Supported,Not Supported,1/20/2019,11/2/2024,16,Survival,1M+,153K+,https://www.roblox.com/games/2768379856/3008-2-73?gameSearchSessionInfo=c3c6763b-d40c-4507-84ef-478d0be9744a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2768379856&amp;position=0&amp;universeId=1000233041,11/10/2024 11:25
Gunfight Arena,Gunfight Studio,Ages 9+,9437,1130834,528.2M+,Not Supported,Not Supported,8/21/2023,11/7/2024,20,Shooter,445K+,58K+,https://www.roblox.com/games/14518422161/Gunfight-Arena?gameSearchSessionInfo=9515840b-df28-46bb-b43a-ff7dfec81b6c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14518422161&amp;position=0&amp;universeId=5012222382,11/10/2024 11:25
Guts &amp; Blackpowder,Guts &amp; Blackpowder,Ages 13+,9791,589921,165.1M+,Not Supported,Not Supported,1/31/2023,11/6/2024,20,Shooter,233K+,14K+,https://www.roblox.com/games/12334109280/Guts-Blackpowder?gameSearchSessionInfo=d5181018-63c7-461a-9487-0a8739b5a6d4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12334109280&amp;position=0&amp;universeId=4342047058,11/10/2024 11:25
Gym League 🎃 [TRADE],1v2 Studios,All Ages,14053,3787069,388.7M+,Not Supported,Not Supported,5/11/2024,11/10/2024,8,Simulation,975K+,25K+,https://www.roblox.com/games/17450551531/Gym-League?gameSearchSessionInfo=a76ae79f-fd02-4db6-b8ff-aa7db40b7bb9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17450551531&amp;position=0&amp;universeId=5972059550,11/10/2024 11:25
Gym Star Simulator[PIRATE UPD🏴‍☠️💪],Gym Simulator Club,All Ages,8194,260533,58.2M+,Not Supported,Not Supported,8/20/2024,11/8/2024,12,Simulation,56K+,3674,https://www.roblox.com/games/70906625936847/Gym-Star-Simulator-NEW-PIRATE-TRAINER?gameSearchSessionInfo=b98e8d29-662c-4507-ac87-7de2bd2c0ff7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=70906625936847&amp;position=0&amp;universeId=6443367640,11/10/2024 11:25
Teamwork Puzzles 2 (Obby),Pear Pressure,All Ages,2977,14181348,718.8M+,Not Supported,Not Supported,2/28/2023,11/10/2024,22,Obby & Platformer,634K+,46K+,https://www.roblox.com/games/12641272458/Teamwork-Puzzles-2-Obby?gameSearchSessionInfo=7980b63c-3506-41f5-9796-69648781a49d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12641272458&amp;position=0&amp;universeId=4434803478,11/10/2024 11:25
Jailbreak 🍁,Badimo,All Ages,19363,18281095,7.1B+,Not Supported,Not Supported,1/7/2017,10/23/2024,28,Action,5M+,771K+,https://www.roblox.com/games/606849621/Jailbreak?gameSearchSessionInfo=ae562ee1-29a8-437f-aa41-c672b48a3aee&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=606849621&amp;position=0&amp;universeId=245662005,11/10/2024 11:25
[UPDATE 1] Project: Afternight,Project: AE,All Ages,1569,99583,15.8M+,Not Supported,Not Supported,4/8/2023,11/10/2024,30,Action,41K+,4131,https://www.roblox.com/games/13042495892/UPDATE-1-Project-Afternight?gameSearchSessionInfo=f2ba7090-c9fa-4706-9cb8-64b692068937&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=37&amp;page=searchPage&amp;placeId=13042495892&amp;position=0&amp;universeId=4557322431,11/10/2024 11:25
[NEW CODE] Project Polaro,@NushDespreCe,All Ages,1547,3004,619.9K+,Not Supported,Not Supported,10/30/2024,11/10/2024,13,N/A,872,112,https://www.roblox.com/games/135459190760173/NEW-CODE-Project-Polaro?gameSearchSessionInfo=27090715-dbed-4284-a718-04424ab46ee3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=135459190760173&amp;position=0&amp;universeId=6735521335,11/10/2024 11:25
Destroy The Warner Bros. Water Tower!,@kaciechAltAC3,All Ages,0,9,4661,Not Supported,Not Supported,10/20/2024,11/3/2024,1,N/A,3,1,https://www.roblox.com/games/135657006575799/Destroy-The-Warner-Bros-Water-Tower?gameSearchSessionInfo=098d1226-0fd5-40e2-b58d-b08fe209592e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=135657006575799&amp;position=0&amp;universeId=6699429975,11/10/2024 11:25
[UPDATE!] Speed Draw!,Studio Giraffe,All Ages,17393,1500170,1.2B+,Not Supported,Not Supported,7/10/2021,11/9/2024,8,Party & Casual,378K+,56K+,https://www.roblox.com/games/7074772062/UPDATE-Speed-Draw?gameSearchSessionInfo=0c785529-a91f-41d3-bc6d-4eca89005f17&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7074772062&amp;position=0&amp;universeId=2729513759,11/10/2024 11:26
Cinnamon ~,@tokaypk4,All Ages,0,16,969,Not Supported,Not Supported,5/30/2023,8/19/2023,50,N/A,4,0,https://www.roblox.com/games/13594091838/Cinnamon?gameSearchSessionInfo=2f3b23a2-97b1-4fea-871c-f69a26a83d98&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13594091838&amp;position=0&amp;universeId=4722054363,11/10/2024 11:26
 [RETURN] Z O th Century Fox History,@Windowsfan2006,All Ages,2,442,421.7K+,Not Supported,Not Supported,3/1/2021,9/18/2022,50,N/A,92,36,https://www.roblox.com/games/6458018265/RETURN-Z-O-th-Century-Fox-History?gameSearchSessionInfo=b07e5eae-45ee-4d7a-97de-8dc2d4325cee&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6458018265&amp;position=0&amp;universeId=2409646424,11/10/2024 11:26
LOCOfficial!,Rawblocky,All Ages,4336,835934,206.1M+,Not Supported,Not Supported,1/18/2022,10/25/2024,50,Strategy,212K+,29K+,https://www.roblox.com/games/8571687919/LOCOfficial?gameSearchSessionInfo=49666408-7b81-4e8c-9b5b-bae0e5eba9aa&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8571687919&amp;position=0&amp;universeId=3267012194,11/10/2024 11:26
❤️ Boys and Girls Hangout Club RP! ❤️,@TheOfficiaITeddy,All Ages,1365,2234874,66.0M+,Not Supported,Not Supported,10/18/2022,11/9/2024,50,Social,21K+,17K+,https://www.roblox.com/games/11308513759/Boys-and-Girls-Hangout-Club-RP?gameSearchSessionInfo=cc8241b2-a03c-4189-817f-7e4ef9be47a0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11308513759&amp;position=0&amp;universeId=4028532622,11/10/2024 11:26
⭐RBC 25',Roblox Brasil Celeb,All Ages,0,72,11.3K+,Not Supported,Not Supported,4/28/2024,11/9/2024,25,N/A,63,5,https://www.roblox.com/games/17307459050/RBC-25?gameSearchSessionInfo=432f5780-33a2-473c-9a37-f2fcc950c3c1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17307459050&amp;position=0&amp;universeId=5921637747,11/10/2024 11:26
Nikilis,@bugaiarsenij,All Ages,0,22,2612,Not Supported,Not Supported,3/15/2020,4/18/2020,10,N/A,13,24,https://www.roblox.com/games/4782271864/Nikilis?gameSearchSessionInfo=935c8392-b074-40ec-9cb4-89ace7c0f2a3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4782271864&amp;position=0&amp;universeId=1608717243,11/10/2024 11:26
Emergency Response: Liberty County,Police Roleplay Community,Ages 9+,10103,2492796,1.0B+,Not Supported,Not Supported,11/1/2018,11/10/2024,40,Roleplay & Avatar Sim,963K+,93K+,https://www.roblox.com/games/2534724415/MURDER-MYSTERY-Emergency-Response-Liberty-County?gameSearchSessionInfo=04e325e1-b9b7-406c-a771-d0f490e14de1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2534724415&amp;position=0&amp;universeId=903807016,11/10/2024 11:26
Become Forklift Certified Obby!,Appalling Games,All Ages,338,138825,32.8M+,Not Supported,Not Supported,4/8/2023,10/29/2024,30,Obby & Platformer,25K+,38K+,https://www.roblox.com/games/13033713206/Become-Forklift-Certified-Obby?gameSearchSessionInfo=ec06380f-5049-4adf-b304-6c4462768ddd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13033713206&amp;position=0&amp;universeId=4554643534,11/10/2024 11:26
Who Killed Stickmasterluke? *Easy Obby!*,@crazyray32,All Ages,0,333,12.3K+,Not Supported,Not Supported,6/22/2011,2/25/2020,30,N/A,104,79,https://www.roblox.com/games/54485356/Who-Killed-Stickmasterluke-Easy-Obby?gameSearchSessionInfo=368d31cd-81ae-4557-8002-ba58c1d00bf2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=54485356&amp;position=0&amp;universeId=10255592,11/10/2024 11:26
ESCAPE FROM THE OFFICE WILDBERRIES [🍇],ThisSee,All Ages,5,29,83.6K+,Not Supported,Not Supported,5/30/2023,11/23/2023,15,N/A,11,29,https://www.roblox.com/games/13596028435/ESCAPE-FROM-THE-OFFICE-WILDBERRIES?gameSearchSessionInfo=73b6ea26-28bc-44aa-9ce0-d76201dd83be&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13596028435&amp;position=0&amp;universeId=4722522213,11/10/2024 11:26
Funniest game on roblox,@mighty2karoleks,All Ages,20,902,1.0M+,Not Supported,Not Supported,6/19/2024,11/6/2024,1,N/A,448,246,https://www.roblox.com/games/18111333607/Funniest-game-on-roblox?gameSearchSessionInfo=628ab30e-be4e-406c-bbc0-3e836686a72f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18111333607&amp;position=0&amp;universeId=6139647553,11/10/2024 11:26
